Game ID,Game Name,Year of Release,Platform,Genre,Publisher,Developer,Rating,Decade,Sale of Game
5264,Sentouchu: Densetsu no Shinobi to Survival Battle!,01-01-2013,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.35
5732,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,01-01-2014,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.31
6427,Gundam Breaker,01-01-2013,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.26
6435,Aikatsu! 2-nin no My Princess,01-01-2013,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.26
6890,Star Trek: The Game,01-01-2013,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.24
7124,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,01-01-2011,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.22
7292,Digimon World Re:Digitize,01-01-2012,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.22
7336,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,01-01-2010,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.21
7377,Star Trek: The Game,01-01-2013,X360,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.22
7804,Kamen Rider: Battride War,01-01-2013,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.19
7884,3rd Super Robot Wars Z: Tengoku-Hen,01-01-2015,PSV,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.19
7975,Godzilla (2015),01-01-2014,PS4,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.19
8250,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,01-01-2012,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.17
8266,Tamagotchi no Narikiri Challenge,01-01-2010,DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.17
8332,Gundam Assault Survive,01-01-2010,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.17
8797,Gundam Breaker 2,01-01-2014,PSV,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.15
8822,3rd Super Robot Wars Z: Tengoku-Hen,01-01-2015,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.15
9064,Gundam Breaker 2,01-01-2014,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.14
9414,Super Robot Wars BX,01-01-2015,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.13
9540,Assassination Classroom: Grand Siege on Kuro-sensei,01-01-2015,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.13
9567,Tamagotchi no Pichi Pichi Omisecchi,01-01-2010,DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.13
9621,Dynasty Warriors: Gundam Reborn,01-01-2013,PSV,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.13
9677,Kidou Senshi Gundam Seed Battle Destiny,01-01-2012,PSV,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.12
9696,One Piece: Pirate Warriors 2,01-01-2013,PSV,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.12
9714,All Kamen Rider: Rider Generation,01-01-2011,DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.12
9724,Gundam Breaker 3,01-01-2016,PSV,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.12
9749,Gundam Memories: Tatakai no Kioku,01-01-2011,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.12
9758,Mobile Suit Gundam Side Story: Missing Link,01-01-2014,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.12
9813,Macross Triangle Frontier,01-01-2011,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.12
10041,Heart Catch PreCure! Oshare Collection,01-01-2010,DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.11
10081,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,01-01-2015,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.11
10261,My Little Sister Can't Be This Cute Portable,01-01-2012,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.11
10400,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,01-01-2012,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.11
10422,Taiko no Tatsujin: V Version,01-01-2015,PSV,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.10
10427,Kamen Rider: Battride War II,01-01-2014,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.10
10437,Taiko no Tatsujin: Don Don! Mystery Adventure,01-01-2016,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.10
10477,Kidou Senshi Gundam UC,01-01-2012,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.10
10590,All Kamen Rider: Rider Generation 2,01-01-2012,DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.10
10795,Gundam Breaker 3,01-01-2016,PS4,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.10
10830,Gundam Breaker,01-01-2013,PSV,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.09
10867,Ouchi Mainichi Tamagotchi,01-01-2012,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.09
10877,Girls und Panzer: I Will Master Tankery,01-01-2014,PSV,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.09
11128,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,01-01-2010,DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.09
11228,Kuroko's Basketball: Ties to Future,01-01-2015,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.09
11423,Kaijuu Busters Powered,01-01-2011,DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.08
11520,Super Sentai Battle: Ranger Cross,01-01-2011,Wii,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.08
11545,Gekijouban Madoka Magicka: The Battle Pentagram,01-01-2013,PSV,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.08
11640,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,01-01-2012,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.08
11937,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,01-01-2012,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.07
12051,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,01-01-2010,DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.07
12070,Tank! Tank! Tank!,01-01-2012,WiiU,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.08
12106,Lost Heroes 2,01-01-2015,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.07
12392,Game Center CX: 3-Choume no Arino,01-01-2014,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.06
12418,Godzilla (2014),01-01-2014,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.06
12422,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,01-01-2016,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.06
12499,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,01-01-2014,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.06
12516,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,01-01-2010,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.06
12533,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,01-01-2012,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.06
12573,Smile PreCure! Let's Go! Marchen World,01-01-2012,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.06
12666,All Kamen Rider: Rider Generation 2,01-01-2012,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.06
12716,Kamen Rider: Battride War Genesis,01-01-2016,PS4,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.06
12791,Gintama no Sugoroku,01-01-2013,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.06
12962,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,01-01-2013,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.05
12982,Minna no Ennichi,01-01-2012,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.05
13118,Bakemonogatari Portable,01-01-2012,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.05
13172,Detective Conan: Prelude from the Past,01-01-2012,DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.05
13185,Kamen Rider: Battride War Genesis,01-01-2016,PSV,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.05
13380,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,01-01-2011,DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.05
13522,World Trigger: Borderless Mission,01-01-2015,PSV,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.04
13545,Kamen Rider: Battride War Genesis,01-01-2016,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.04
13591,Yowamushi Pedal,01-01-2015,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.04
13690,Great Battle Full Blast,01-01-2012,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.04
13695,Doki Doki! PreCure Narikiri Life!,01-01-2013,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.04
13768,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,01-01-2010,DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.04
13923,Mobile Suit Gundam: Mokuba no Kiseki,01-01-2012,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.04
13956,Tokumei Sentai Go-Busters,01-01-2012,DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.04
13974,Hunter x Hunter: Wonder Adventure,01-01-2012,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.04
13977,Ao no Exorcist: Genkoku no Labyrinth,01-01-2012,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.04
14115,Macross ? Scramble,01-01-2016,PSV,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.04
14130,My Hero Academia: Battle for All,01-01-2016,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.04
14137,Detective Conan: Prelude from the Past,01-01-2012,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.04
14150,Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,01-01-2016,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.03
14176,Even in a Game Listen to Me Girls. I Am Your Father!,01-01-2012,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.03
14248,Detective Conan: Phantom Rhapsody,01-01-2014,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.03
14264,Ukiyo no Shishi,01-01-2015,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.03
14332,.hack: Sekai no Mukou ni + Versus,01-01-2012,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.03
14377,Toriko: Ultimate Survival,01-01-2013,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.03
14420,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,01-01-2015,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.03
14705,Star Trek: The Game,01-01-2013,PC,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
14754,The IdolM@ster: Gravure For You! Vol. 6,01-01-2012,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.03
14817,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,01-01-2011,DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.03
14826,Tiger & Bunny: On-Air Jack!,01-01-2012,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.03
14827,Eureka Seven AO: Jungfrau no Hanabanatachi,01-01-2012,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.03
15021,The Idolmaster: Gravure For You! Vol.7,01-01-2012,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
15052,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,01-01-2015,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
15089,Cross Ange: Tenshi to Ryuu no Rondo tr.,01-01-2015,PSV,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
15318,The Idolmaster: Gravure For You! Vol.9,01-01-2012,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
15434,The Idolmaster: Gravure For You! Vol.8,01-01-2012,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
15495,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,01-01-2011,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
15530,Kokoro Connect: Yochi Random,01-01-2012,PSP,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
15555,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,01-01-2015,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
15613,Kamen Rider: Battride War II,01-01-2014,WiiU,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
15660,Gon: BakuBakuBakuBaku Adventure,01-01-2012,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
15688,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,01-01-2010,DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
15781,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,01-01-2015,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
15814,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,01-01-2015,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
15839,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,01-01-2015,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
15930,Usavichi: Game no Jikan,01-01-2011,DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
15946,Professional Farmer 2016,01-01-2015,PS4,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.01
15996,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,01-01-2016,PS4,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
16038,Pac-Man Championship Edition 2 + Arcade Game Series,01-01-2016,XOne,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.01
16055,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,01-01-2015,PSV,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.02
16158,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,01-01-2015,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.01
16366,Crows: Burning Edge,01-01-2016,PS4,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.01
16501,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,01-01-2016,PS4,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.01
16563,Naruto Shippuden: Ultimate Ninja Storm Collection,01-01-2016,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.01
16653,Mushi Bugyou,01-01-2013,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.01
16673,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,01-01-2014,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.01
16679,Tsukigime Ranko's Longest Day,01-01-2014,PS3,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.01
16682,Aikatsu Stars! My Special Appeal,01-01-2016,3DS,Action,Namco Bandai Games,Unknown,No Rating,2010's,$0.01
1266,Pac-Man World,01-01-1998,PS,Action,Namco Bandai Games,Unknown,No Rating,1990's,$1.49
4339,Mobile Suit Gundam,01-01-1995,PS,Action,Namco Bandai Games,Unknown,No Rating,1990's,$0.45
4457,Mobile Suit Gundam: One Year War,01-01-2005,PS2,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.44
4562,Super Wagyan Land,01-01-1991,SNES,Action,Namco Bandai Games,Unknown,No Rating,1990's,$0.42
4680,Mobile Suit Gundam,01-01-1995,SAT,Action,Namco Bandai Games,Unknown,No Rating,1990's,$0.41
5010,Mobile Suit Gundam version 2.0,01-01-1996,PS,Action,Namco Bandai Games,Unknown,No Rating,1990's,$0.38
5194,Mobile Suit Z-Gundam,01-01-1997,PS,Action,Namco Bandai Games,Unknown,No Rating,1990's,$0.36
6055,One Piece Unlimited Cruise 2: Awakening of a Hero,01-01-2009,Wii,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.29
6214,Dynasty Warriors: Gundam,01-01-2008,PS2,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.28
6855,Mobile Suit Gundam Battlefield Record U.C.0081,01-01-2009,PS3,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.24
6951,Mobile Suit Gundam: Climax U.C.,01-01-2006,PS2,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.23
7138,Gundam Battle Chronicle,01-01-2007,PSP,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.22
7180,Mobile Suit Gundam Seed,01-01-2003,PS2,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.22
7285,Sailor Moon,01-01-1993,SNES,Action,Namco Bandai Games,Unknown,No Rating,1990's,$0.22
7682,Shaman King: Spirit of Shamans,01-01-2002,PS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.19
7978,Treasures of the Deep,01-01-1997,PS,Action,Namco Bandai Games,Unknown,No Rating,1990's,$0.18
8147,Mobile Suit Gundam Seed Destiny: Generation of C.E.,01-01-2005,PS2,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.18
8240,Kekkaishi: Karasumori Ayakashi Kidan,01-01-2007,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.17
8303,Macross Ultimate Frontier,01-01-2009,PSP,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.17
8883,Curious George,01-01-2006,GC,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.14
9050,Kamen Rider Ryuki,01-01-2002,PS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.14
9686,Gundam Battle Royale,01-01-2006,PSP,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.12
9751,Kaijuu Busters,01-01-2009,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.12
10869,Fresh PreCure! Asobi Collection,01-01-2009,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.09
10904,Retro Game Challenge (US sales),01-01-2007,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.09
11032,Seven: Molmorth no Kiheitai,01-01-2000,PS2,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.09
11326,Kidou Senshi Gundam 00,01-01-2008,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.08
11582,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,01-01-2007,PS2,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.08
11805,Gundam Battle Tactics,01-01-2005,PSP,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.07
11921,Game Center CX: Arino no Chousenjou 2,01-01-2009,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.07
12047,Gintama DS: Yorozuya Daisoudou,01-01-2006,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.07
12326,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,01-01-2007,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.06
12368,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,01-01-2008,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.06
12497,Mobile Suit Gundam 00: Gundam Meisters,01-01-2008,PS2,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.06
12656,Gegege no Kitarou: Youkai Daigekisen,01-01-2008,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.06
12748,Evangelion: Jo,01-01-2009,PSP,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.06
12752,Kamen Rider Kabuto,01-01-2006,PS2,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.06
13016,JoJo no Kimy? na B?ken Fantomu Buraddo,01-01-2006,PS2,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.05
13128,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,01-01-2007,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.05
13337,Soul Eater: Plot of Medusa,01-01-2008,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.05
13356,Naruto: Uzumaki Chronicles 2 (JP sales),01-01-2006,PS2,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.05
13524,Yes! PreCure 5,01-01-2007,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.04
13558,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,01-01-2009,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.04
13933,Gundam Battle Online,01-01-2001,DC,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.04
14202,Kekkaishi: Kokubourou no Kage,01-01-2007,Wii,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.03
14496,Kekkaishi: Kokubourou Shuurai,01-01-2008,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.03
14573,Code Geass: Hangyaku no Lelouch,01-01-2007,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.03
14662,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,01-01-2007,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.03
14736,Kidou Senshi V Gundam,01-01-1994,SNES,Action,Namco Bandai Games,Unknown,No Rating,1990's,$0.03
14794,Gintama: Banji Oku Chuubu!,01-01-2007,Wii,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.03
14975,Soul Eater: Battle Resonance,01-01-2009,PSP,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.03
14984,Evangelion: Jo,01-01-2009,PS2,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.03
15017,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,01-01-2008,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.02
15539,Uchuu Keiji Tamashii: The Space Sheriff Spirits,01-01-2006,PS2,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.02
16134,Kaitou Rousseau,01-01-2006,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.01
16253,SoulCalibur Legends (JP sales),01-01-2007,Wii,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.01
16647,Hirameki Action: Chibikko Wagyan no Daiki na Bouken,01-01-2009,DS,Action,Namco Bandai Games,Unknown,No Rating,2000's,$0.01
454,World Class Track Meet,01-01-1986,NES,Sports,Namco Bandai Games,Unknown,No Rating,1980's,$3.08
741,Pro Yakyuu Family Stadium,01-01-1986,NES,Sports,Namco Bandai Games,Unknown,No Rating,1980's,$2.20
1078,Time Crisis,01-01-1997,PS,Shooter,Namco Bandai Games,Unknown,No Rating,1990's,$1.68
1234,Xevious,01-01-1984,NES,Shooter,Namco Bandai Games,Unknown,No Rating,1980's,$1.52
1318,Tamagotchi,01-01-1996,GB,Simulation,Namco Bandai Games,Unknown,No Rating,1990's,$1.45
1320,Dragon Ball Z,01-01-1993,SNES,Fighting,Namco Bandai Games,Unknown,No Rating,1990's,$1.45
1321,Game de Hakken!! Tamagotchi 2,01-01-1997,GB,Simulation,Namco Bandai Games,Unknown,No Rating,1990's,$1.45
1322,Namco Museum 64,01-01-1999,N64,Misc,Namco Bandai Games,Unknown,No Rating,1990's,$1.45
1356,Pro Yakyuu Family Stadium '87,01-01-1987,NES,Sports,Namco Bandai Games,Unknown,No Rating,1980's,$1.42
1517,Digimon World,01-01-1999,PS,Role-Playing,Namco Bandai Games,Unknown,No Rating,1990's,$1.30
1589,Dragon Ball: Daimaou Fukkatsu,01-01-1988,NES,Role-Playing,Namco Bandai Games,Unknown,No Rating,1980's,$1.25
1590,Gegege no Kitarou 2: Youkai Gundan no Chousen,01-01-1987,NES,Role-Playing,Namco Bandai Games,Unknown,No Rating,1980's,$1.25
1640,Pac-Man,01-01-1984,NES,Puzzle,Namco Bandai Games,Unknown,No Rating,1980's,$1.22
1684,Dragon Ball Z: La Legende Saien,01-01-1993,SNES,Fighting,Namco Bandai Games,Unknown,No Rating,1990's,$1.20
1714,Pro Yakyuu Family Stadium '88,01-01-1988,NES,Sports,Namco Bandai Games,Unknown,No Rating,1980's,$1.18
1858,Famicom Jump: Eiyuu Retsuden,01-01-1989,NES,Role-Playing,Namco Bandai Games,Unknown,No Rating,1980's,$1.10
1972,Tag Team Match M.U.S.C.L.E.,01-01-1985,NES,Fighting,Namco Bandai Games,Unknown,No Rating,1980's,$1.05
1987,Tales of Destiny,01-01-1997,PS,Role-Playing,Namco Bandai Games,Unknown,No Rating,1990's,$1.05
2575,Tales of Destiny 2,01-01-2002,PS2,Role-Playing,Namco Bandai Games,Unknown,No Rating,2000's,$0.80
2693,Taiko no Tatsujin: Tatakon de Dodon ga Don,01-01-2002,PS2,Misc,Namco Bandai Games,Unknown,No Rating,2000's,$0.76
2791,Dragon Ball Z: Ultime Menace,01-01-1993,SNES,Fighting,Namco Bandai Games,Unknown,No Rating,1990's,$0.73
2826,SD Gundam G Generation,01-01-1998,PS,Strategy,Namco Bandai Games,Unknown,No Rating,1990's,$0.72
2951,Mappy,01-01-1984,NES,Platform,Namco Bandai Games,Unknown,No Rating,1980's,$0.69
2952,J-League Soccer: Prime Goal,01-01-1993,SNES,Sports,Namco Bandai Games,Unknown,No Rating,1990's,$0.69
3010,Taiko no Tatsujin Wii,01-01-2008,Wii,Misc,Namco Bandai Games,Unknown,No Rating,2000's,$0.67
3195,Mobile Suit Z Gundam: AEUG vs. Titans,01-01-2003,PS2,Fighting,Namco Bandai Games,Unknown,No Rating,2000's,$0.63
3254,Pac-Man Player's Choice Bundle,01-01-2003,GC,Misc,Namco Bandai Games,Unknown,No Rating,2000's,$0.62
3355,From TV Animation One Piece: Grand Battle 2,01-01-2002,PS,Fighting,Namco Bandai Games,Unknown,No Rating,2000's,$0.60
3408,Tales of Rebirth,01-01-2004,PS2,Role-Playing,Namco Bandai Games,Unknown,No Rating,2000's,$0.59
3463,Tales of Phantasia,01-01-1998,PS,Role-Playing,Namco Bandai Games,Unknown,No Rating,1990's,$0.58
3472,Dragon Ball Z: Chou Saiya Densetsu,01-01-1992,SNES,Role-Playing,Namco Bandai Games,Unknown,No Rating,1990's,$0.58
3497,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,01-01-2000,PS,Strategy,Namco Bandai Games,Unknown,No Rating,2000's,$0.58
3533,SD Gundam G Generation Neo,01-01-2002,PS2,Strategy,Namco Bandai Games,Unknown,No Rating,2000's,$0.57
3652,SD Gundam G Generation Zero,01-01-1999,PS,Strategy,Namco Bandai Games,Unknown,No Rating,1990's,$0.55
