Sales Value,Sales ID,Location ID,Game ID
0,246,3,62
0,342,3,86
0,358,3,90
0,402,3,101
0,414,3,104
0,466,3,117
0,478,3,120
0,554,3,139
0,622,3,156
0,662,3,166
0,682,3,171
0,722,3,181
0,770,3,193
0,782,3,196
0,786,3,197
0,826,3,207
0,874,3,219
0,890,3,223
0,906,3,227
0,938,3,235
0,962,3,241
0,1050,3,263
0,1054,3,264
0,1090,3,273
0,1094,3,274
0,1130,3,283
0,1154,3,289
0,1206,3,302
0,1254,3,314
0,1318,3,330
0,1322,3,331
0,1346,3,337
0,1378,3,345
0,1406,3,352
0,1418,3,355
0,1422,3,356
0,1438,3,360
0,1450,3,363
0,1474,3,369
0,1494,3,374
0,1558,3,390
0,1590,3,398
0,1594,3,399
0,1598,3,400
0,1610,3,403
0,1654,3,414
0,1670,3,418
0,1682,3,421
0,1694,3,424
0,1746,3,437
0,1750,3,438
0,1762,3,441
0,1822,3,456
0,1826,3,457
0,1834,3,459
0,1842,3,461
0,1846,3,462
0,1858,3,465
0,1866,3,467
0,1902,3,476
0,1910,3,478
0,1922,3,481
0,1974,3,494
0,1978,3,495
0,1990,3,498
0,1998,3,500
0,2022,3,506
0,2030,3,508
0,2042,3,511
0,2054,3,514
0,2058,3,515
0,2082,3,521
0,2086,3,522
0,2098,3,525
0,2110,3,528
0,2126,3,532
0,2134,3,534
0,2138,3,535
0,2150,3,538
0,2154,3,539
0,2158,3,540
0,2162,3,541
0,2170,3,543
0,2174,3,544
0,2186,3,547
0,2234,3,559
0,2246,3,562
0,2250,3,563
0,2258,3,565
0,2274,3,569
0,2278,3,570
0,2282,3,571
0,2286,3,572
0,2290,3,573
0,2294,3,574
0,2322,3,581
0,2326,3,582
0,2362,3,591
0,2382,3,596
0,2390,3,598
0,2418,3,605
0,2434,3,609
0,2438,3,610
0,2450,3,613
0,2458,3,615
0,2478,3,620
0,2482,3,621
0,2486,3,622
0,2490,3,623
0,2506,3,627
0,2510,3,628
0,2542,3,636
0,2546,3,637
0,2550,3,638
0,2554,3,639
0,2562,3,641
0,2566,3,642
0,2582,3,646
0,2590,3,648
0,2602,3,651
0,2618,3,655
0,2626,3,657
0,2630,3,658
0,2634,3,659
0,2638,3,660
0,2646,3,662
0,2654,3,664
0,2658,3,665
0,2670,3,668
0,2678,3,670
0,2682,3,671
0,2714,3,679
0,2722,3,681
0,2730,3,683
0,2746,3,687
0,2754,3,689
0,2774,3,694
0,2782,3,696
0,2786,3,697
0,2802,3,701
0,2806,3,702
0,2830,3,708
0,2838,3,710
0,2854,3,714
0,2874,3,719
0,2878,3,720
0,2886,3,722
0,2890,3,723
0,2898,3,725
0,2906,3,727
0,2914,3,729
0,2922,3,731
0,2938,3,735
0,2946,3,737
0,2950,3,738
0,2958,3,740
0,2970,3,743
0,2974,3,744
0,2982,3,746
0,2986,3,747
0,2998,3,750
0,3014,3,754
0,3018,3,755
0,3034,3,759
0,3042,3,761
0,3066,3,767
0,3078,3,770
0,3094,3,774
0,3098,3,775
0,3102,3,776
0,3110,3,778
0,3126,3,782
0,3158,3,790
0,3166,3,792
0,3170,3,793
0,3202,3,801
0,3206,3,802
0,3214,3,804
0,3222,3,806
0,3226,3,807
0,3246,3,812
0,3250,3,813
0,3254,3,814
0,3262,3,816
0,3266,3,817
0,3278,3,820
0,3318,3,830
0,3330,3,833
0,3334,3,834
0,3338,3,835
0,3362,3,841
0,3366,3,842
0,3374,3,844
0,3386,3,847
0,3390,3,848
0,3402,3,851
0,3414,3,854
0,3418,3,855
0,3422,3,856
0,3442,3,861
0,3458,3,865
0,3466,3,867
0,3494,3,874
0,3502,3,876
0,3506,3,877
0,3510,3,878
0,3514,3,879
0,3526,3,882
0,3534,3,884
0,3550,3,888
0,3558,3,890
0,3566,3,892
0,3570,3,893
0,3578,3,895
0,3594,3,899
0,3598,3,900
0,3602,3,901
0,3610,3,903
0,3618,3,905
0,3654,3,914
0,3658,3,915
0,3662,3,916
0,3666,3,917
0,3670,3,918
0,3674,3,919
0,3690,3,923
0,3698,3,925
0,3710,3,928
0,3726,3,932
0,3742,3,936
0,3746,3,937
0,3750,3,938
0,3762,3,941
0,3786,3,947
0,3790,3,948
0,3798,3,950
0,3802,3,951
0,3822,3,956
0,3838,3,960
0,3846,3,962
0,3850,3,963
0,3862,3,966
0,3878,3,970
0,3882,3,971
0,3894,3,974
0,3926,3,982
0,3930,3,983
0,3938,3,985
0,3958,3,990
0,3962,3,991
0,3970,3,993
0,3978,3,995
0,3994,3,999
0,3998,3,1000
0,4002,3,1001
0,4006,3,1002
0,4010,3,1003
0,4018,3,1005
0,4022,3,1006
0,4030,3,1008
0,4050,3,1013
0,4070,3,1018
0,4098,3,1025
0,4102,3,1026
0,4110,3,1028
0,4118,3,1030
0,4130,3,1033
0,4138,3,1035
0,4146,3,1037
0,4150,3,1038
0,4154,3,1039
0,4162,3,1041
0,4170,3,1043
0,4174,3,1044
0,4182,3,1046
0,4190,3,1048
0,4194,3,1049
0,4198,3,1050
0,4202,3,1051
0,4206,3,1052
0,4218,3,1055
0,4222,3,1056
0,4230,3,1058
0,4234,3,1059
0,4246,3,1062
0,4266,3,1067
0,4278,3,1070
0,4282,3,1071
0,4290,3,1073
0,4294,3,1074
0,4314,3,1079
0,4322,3,1081
0,4334,3,1084
0,4338,3,1085
0,4342,3,1086
0,4346,3,1087
0,4370,3,1093
0,4374,3,1094
0,4382,3,1096
0,4386,3,1097
0,4394,3,1099
0,4406,3,1102
0,4410,3,1103
0,4422,3,1106
0,4434,3,1109
0,4450,3,1113
0,4478,3,1120
0,4482,3,1121
0,4490,3,1123
0,4494,3,1124
0,4498,3,1125
0,4506,3,1127
0,4518,3,1130
0,4522,3,1131
0,4526,3,1132
0,4534,3,1134
0,4550,3,1138
0,4562,3,1141
0,4570,3,1143
0,4578,3,1145
0,4594,3,1149
0,4606,3,1152
0,4610,3,1153
0,4618,3,1155
0,4634,3,1159
0,4638,3,1160
0,4642,3,1161
0,4658,3,1165
0,4666,3,1167
0,4686,3,1172
0,4694,3,1174
0,4714,3,1179
0,4722,3,1181
0,4726,3,1182
0,4730,3,1183
0,4734,3,1184
0,4738,3,1185
0,4750,3,1188
0,4754,3,1189
0,4758,3,1190
0,4766,3,1192
0,4774,3,1194
0,4778,3,1195
0,4802,3,1201
0,4806,3,1202
0,4810,3,1203
0,4814,3,1204
0,4826,3,1207
0,4830,3,1208
0,4838,3,1210
0,4842,3,1211
0,4854,3,1214
0,4870,3,1218
0,4874,3,1219
0,4890,3,1223
0,4894,3,1224
0,4906,3,1227
0,4910,3,1228
0,4918,3,1230
0,4922,3,1231
0,4930,3,1233
0,4942,3,1236
0,4946,3,1237
0,4950,3,1238
0,4954,3,1239
0,4962,3,1241
0,4974,3,1244
0,4982,3,1246
0,4990,3,1248
0,4994,3,1249
0,4998,3,1250
0,5002,3,1251
0,5006,3,1252
0,5010,3,1253
0,5030,3,1258
0,5034,3,1259
0,5058,3,1265
0,5066,3,1267
0,5074,3,1269
0,5078,3,1270
0,5090,3,1273
0,5098,3,1275
0,5122,3,1281
0,5126,3,1282
0,5134,3,1284
0,5138,3,1285
0,5146,3,1287
0,5150,3,1288
0,5154,3,1289
0,5158,3,1290
0,5166,3,1292
0,5170,3,1293
0,5194,3,1299
0,5198,3,1300
0,5202,3,1301
0,5206,3,1302
0,5222,3,1306
0,5226,3,1307
0,5238,3,1310
0,5258,3,1315
0,5262,3,1316
0,5294,3,1324
0,5298,3,1325
0,5310,3,1328
0,5318,3,1330
0,5322,3,1331
0,5326,3,1332
0,5330,3,1333
0,5334,3,1334
0,5338,3,1335
0,5342,3,1336
0,5346,3,1337
0,5350,3,1338
0,5354,3,1339
0,5358,3,1340
0,5366,3,1342
0,5374,3,1344
0,5378,3,1345
0,5382,3,1346
0,5386,3,1347
0,5398,3,1350
0,5402,3,1351
0,5406,3,1352
0,5414,3,1354
0,5426,3,1357
0,5430,3,1358
0,5454,3,1364
0,5466,3,1367
0,5470,3,1368
0,5474,3,1369
0,5478,3,1370
0,5486,3,1372
0,5490,3,1373
0,5494,3,1374
0,5498,3,1375
0,5502,3,1376
0,5506,3,1377
0,5510,3,1378
0,5518,3,1380
0,5522,3,1381
0,5550,3,1388
0,5558,3,1390
0,5570,3,1393
0,5574,3,1394
0,5586,3,1397
0,5590,3,1398
0,5594,3,1399
0,5602,3,1401
0,5606,3,1402
0,5618,3,1405
0,5622,3,1406
0,5626,3,1407
0,5630,3,1408
0,5634,3,1409
0,5642,3,1411
0,5650,3,1413
0,5658,3,1415
0,5666,3,1417
0,5678,3,1420
0,5682,3,1421
0,5686,3,1422
0,5694,3,1424
0,5706,3,1427
0,5710,3,1428
0,5714,3,1429
0,5722,3,1431
0,5726,3,1432
0,5750,3,1438
0,5754,3,1439
0,5758,3,1440
0,5766,3,1442
0,5770,3,1443
0,5778,3,1445
0,5814,3,1454
0,5818,3,1455
0,5822,3,1456
0,5846,3,1462
0,5854,3,1464
0,5862,3,1466
0,5870,3,1468
0,5882,3,1471
0,5890,3,1473
0,5894,3,1474
0,5906,3,1477
0,5914,3,1479
0,5922,3,1481
0,5926,3,1482
0,5938,3,1485
0,5946,3,1487
0,5950,3,1488
0,5958,3,1490
0,5966,3,1492
0,5974,3,1494
0,5982,3,1496
0,5990,3,1498
0,5994,3,1499
0,5998,3,1500
0,6002,3,1501
0,6006,3,1502
0,6010,3,1503
0,6014,3,1504
0,6018,3,1505
0,6022,3,1506
0,6026,3,1507
0,6030,3,1508
0,6042,3,1511
0,6046,3,1512
0,6054,3,1514
0,6062,3,1516
0,6078,3,1520
0,6090,3,1523
0,6098,3,1525
0,6110,3,1528
0,6114,3,1529
0,6122,3,1531
0,6134,3,1534
0,6138,3,1535
0,6146,3,1537
0,6150,3,1538
0,6154,3,1539
0,6162,3,1541
0,6166,3,1542
0,6170,3,1543
0,6174,3,1544
0,6182,3,1546
0,6190,3,1548
0,6194,3,1549
0,6198,3,1550
0,6214,3,1554
0,6218,3,1555
0,6222,3,1556
0,6226,3,1557
0,6230,3,1558
0,6242,3,1561
0,6250,3,1563
0,6258,3,1565
0,6266,3,1567
0,6274,3,1569
0,6286,3,1572
0,6290,3,1573
0,6298,3,1575
0,6306,3,1577
0,6310,3,1578
0,6322,3,1581
0,6326,3,1582
0,6330,3,1583
0,6342,3,1586
0,6390,3,1598
0,6394,3,1599
0,6398,3,1600
0,6402,3,1601
0,6406,3,1602
0,6414,3,1604
0,6418,3,1605
0,6422,3,1606
0,6430,3,1608
0,6438,3,1610
0,6442,3,1611
0,6446,3,1612
0,6450,3,1613
0,6454,3,1614
0,6458,3,1615
0,6462,3,1616
0,6474,3,1619
0,6478,3,1620
0,6486,3,1622
0,6494,3,1624
0,6502,3,1626
0,6506,3,1627
0,6522,3,1631
0,6534,3,1634
0,6546,3,1637
0,6574,3,1644
0,6586,3,1647
0,6590,3,1648
0,6594,3,1649
0,6602,3,1651
0,6606,3,1652
0,6610,3,1653
0,6614,3,1654
0,6630,3,1658
0,6634,3,1659
0,6670,3,1668
0,6678,3,1670
0,6682,3,1671
0,6690,3,1673
0,6694,3,1674
0,6698,3,1675
0,6702,3,1676
0,6710,3,1678
0,6718,3,1680
0,6742,3,1686
0,6746,3,1687
0,6754,3,1689
0,6758,3,1690
0,6762,3,1691
0,6770,3,1693
0,6778,3,1695
0,6782,3,1696
0,6794,3,1699
0,6798,3,1700
0,6802,3,1701
0,6806,3,1702
0,6826,3,1707
0,6830,3,1708
0,6838,3,1710
0,6858,3,1715
0,6862,3,1716
0,6874,3,1719
0,6878,3,1720
0,6882,3,1721
0,6894,3,1724
0,6918,3,1730
0,6922,3,1731
0,6926,3,1732
0,6930,3,1733
